"","Date","dxy","gold"
"1536",2015-05-06,94.129997253418,1190.30004882812
"1537",2015-05-07,94.620002746582,1182.40002441406
"1538",2015-05-08,94.7900009155273,1189.09997558594
"1539",2015-05-11,95.0100021362305,1183.19995117188
"1540",2015-05-12,94.5299987792969,1192.59997558594
"1541",2015-05-13,93.620002746582,1218.40002441406
"1542",2015-05-14,93.3600006103516,1225.40002441406
"1543",2015-05-15,93.1399993896484,1225.5
"1544",2015-05-18,94.1900024414062,1227.80004882812
"1545",2015-05-19,95.2699966430664,1206.90002441406
"1546",2015-05-20,95.4499969482422,1208.90002441406
"1547",2015-05-21,95.2600021362305,1204.40002441406
"1548",2015-05-22,96.0100021362305,1204.30004882812
"1549",2015-05-26,97.3000030517578,1187.19995117188
"1550",2015-05-27,97.370002746582,1185.90002441406
"1551",2015-05-28,96.9700012207031,1188.09997558594
"1552",2015-05-29,96.9100036621094,1189.40002441406
"1553",2015-06-01,97.3899993896484,1188.30004882812
"1554",2015-06-02,95.8399963378906,1194.09997558594
"1555",2015-06-03,95.4700012207031,1184.69995117188
"1556",2015-06-04,95.4599990844727,1174.90002441406
"1557",2015-06-05,96.3099975585938,1167.80004882812
"1558",2015-06-08,95.3000030517578,1173.19995117188
"1559",2015-06-09,95.1699981689453,1177.30004882812
"1560",2015-06-10,94.6500015258789,1186.09997558594
"1561",2015-06-11,94.9800033569336,1179.90002441406
"1562",2015-06-12,94.9700012207031,1178.80004882812
"1563",2015-06-15,94.8099975585938,1185.30004882812
"1564",2015-06-16,95,1180.5
"1565",2015-06-17,94.3000030517578,1176.40002441406
"1566",2015-06-18,94.0400009155273,1201.5
"1567",2015-06-19,94.0899963378906,1201.5
"1568",2015-06-22,94.3300018310547,1183.69995117188
"1569",2015-06-23,95.4300003051758,1176.19995117188
"1570",2015-06-24,95.2600021362305,1172.59997558594
"1571",2015-06-25,95.1900024414062,1171.5
"1572",2015-06-26,95.4700012207031,1172.90002441406
"1573",2015-06-29,94.7900009155273,1178.5
"1574",2015-06-30,95.4899978637695,1171.5
"1575",2015-07-01,96.3099975585938,1169
"1576",2015-07-02,96.1100006103516,1163
"1577",2015-07-06,96.3000030517578,1172.90002441406
"1578",2015-07-07,96.870002746582,1152.40002441406
"1579",2015-07-08,96.2900009155273,1163.30004882812
"1580",2015-07-09,96.6100006103516,1159
"1581",2015-07-10,96.0299987792969,1157.69995117188
"1582",2015-07-13,96.8600006103516,1155.19995117188
"1583",2015-07-14,96.6399993896484,1153.30004882812
"1584",2015-07-15,97.129997253418,1147.19995117188
"1585",2015-07-16,97.6600036621094,1143.80004882812
"1586",2015-07-17,97.8600006103516,1131.80004882812
"1587",2015-07-20,98.0299987792969,1106.69995117188
"1588",2015-07-21,97.3300018310547,1103.40002441406
"1589",2015-07-22,97.5999984741211,1091.40002441406
"1590",2015-07-23,97.120002746582,1094
"1591",2015-07-24,97.2399978637695,1085.59997558594
"1592",2015-07-27,96.5,1096.5
"1593",2015-07-28,96.7699966430664,1096.30004882812
"1594",2015-07-29,96.9800033569336,1092.69995117188
"1595",2015-07-30,97.5599975585938,1088.40002441406
"1596",2015-07-31,97.370002746582,1094.90002441406
"1597",2015-08-03,97.4899978637695,1089.40002441406
"1598",2015-08-04,97.9300003051758,1090.69995117188
"1599",2015-08-05,97.9599990844727,1085.69995117188
"1600",2015-08-06,97.8300018310547,1090.19995117188
"1601",2015-08-07,97.5599975585938,1094.09997558594
"1602",2015-08-10,97.1600036621094,1104.19995117188
"1603",2015-08-11,97.2900009155273,1107.59997558594
"1604",2015-08-12,96.2600021362305,1123.19995117188
"1605",2015-08-13,96.4499969482422,1115.69995117188
"1606",2015-08-14,96.5699996948242,1112.90002441406
"1607",2015-08-17,96.8199996948242,1118.59997558594
"1608",2015-08-18,96.9700012207031,1117.09997558594
"1609",2015-08-19,96.4599990844727,1128.09997558594
"1610",2015-08-20,95.75,1153
"1611",2015-08-21,94.8300018310547,1159.59997558594
"1612",2015-08-24,93.3099975585938,1153.40002441406
"1613",2015-08-25,94.5299987792969,1138.19995117188
"1614",2015-08-26,95.0999984741211,1124.59997558594
"1615",2015-08-27,95.6100006103516,1122.40002441406
"1616",2015-08-28,96.1100006103516,1133.09997558594
"1617",2015-08-31,95.9499969482422,1131.59997558594
"1618",2015-09-01,95.4499969482422,1138.69995117188
"1619",2015-09-02,95.8300018310547,1132.5
"1620",2015-09-03,96.4100036621094,1123.69995117188
"1621",2015-09-04,96.2300033569336,1120.59997558594
